CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment
13269.0,85,2,662.1700000000001,1,4,4,9,À Risque
13270.0,90,1,590.0,1,1,4,6,Clients Perdus
13280.0,40,2,682.96,3,4,4,11,Clients Fidèles
13284.0,54,1,201.19,2,1,2,5,Clients Perdus
13285.0,14,1,666.89,4,1,4,9,Nouveaux Clients
13292.0,8,1,249.57,5,1,2,8,Nouveaux Clients
13295.0,83,1,201.20000000000002,1,1,2,4,Clients Perdus
13301.0,16,1,173.91,4,1,1,6,Nouveaux Clients
13304.0,75,1,300.42,2,1,2,5,Clients Perdus
13305.0,19,2,288.9,4,4,2,10,Clients Prometteurs
13309.0,32,1,390.71,3,1,3,7,Clients Ordinaires
13310.0,48,1,410.18,2,1,3,6,Clients Perdus
13313.0,63,1,307.3,2,1,2,5,Clients Perdus
13317.0,82,2,238.05,2,4,2,8,Clients Ordinaires
13319.0,27,7,2769.04,3,5,5,13,Clients Fidèles
13324.0,36,2,1110.6,3,4,5,12,Clients Fidèles
13327.0,19,3,947.9000000000001,4,4,4,12,Champions
13328.0,40,1,1308.48,3,1,5,9,Clients Ordinaires
13329.0,90,1,304.2,1,1,2,4,Clients Perdus
13330.0,39,1,335.82,3,1,3,7,Clients Ordinaires
13334.0,29,1,1637.19,3,1,5,9,Clients Ordinaires
13344.0,1,1,1656.15,5,1,5,11,Nouveaux Clients
13345.0,11,1,389.5,5,1,3,9,Nouveaux Clients
13362.0,11,1,812.7,5,1,4,10,Nouveaux Clients
13368.0,61,1,35.400000000000006,2,1,1,4,Clients Perdus
13369.0,89,1,308.28000000000003,1,1,2,4,Clients Perdus
13370.0,95,1,754.87,1,1,4,6,Clients Perdus
13381.0,22,1,416.11,4,1,3,8,Nouveaux Clients
13382.0,4,1,222.99,5,1,2,8,Nouveaux Clients
13385.0,53,1,534.57,2,1,4,7,Clients Perdus
13394.0,33,1,313.76,3,1,3,7,Clients Ordinaires
13396.0,43,1,387.27000000000004,2,1,3,6,Clients Perdus
13397.0,18,2,601.77,4,4,4,12,Champions
13402.0,96,1,308.28000000000003,1,1,2,4,Clients Perdus
13405.0,41,1,160.05,3,1,1,5,Clients Ordinaires
13408.0,1,10,5959.09,5,5,5,15,Champions
13410.0,15,1,250.23999999999998,4,1,2,7,Nouveaux Clients
13414.0,20,1,390.0,4,1,3,8,Nouveaux Clients
13418.0,83,5,1579.62,1,5,5,11,À Risque
13421.0,14,1,825.04,4,1,4,9,Nouveaux Clients
13425.0,18,1,401.57,4,1,3,8,Nouveaux Clients
13426.0,60,2,639.4300000000001,2,4,4,10,À Risque
13448.0,88,3,829.5400000000001,1,5,4,10,À Risque
13451.0,58,1,359.19,2,1,3,6,Clients Perdus
13453.0,13,1,185.0,4,1,2,7,Nouveaux Clients
13455.0,90,1,692.94,1,1,4,6,Clients Perdus
13458.0,11,4,4170.82,5,5,5,15,Champions
13468.0,12,9,1609.5,5,5,5,15,Champions
13473.0,56,1,241.26,2,1,2,5,Clients Perdus
13475.0,22,1,317.12,4,1,3,8,Nouveaux Clients
13476.0,5,1,727.6,5,1,4,10,Nouveaux Clients
13477.0,15,1,185.39999999999998,4,1,2,7,Nouveaux Clients
13487.0,77,1,193.15,2,1,2,5,Clients Perdus
13488.0,32,3,3395.76,3,5,5,13,Clients Fidèles
13489.0,13,2,235.68,4,4,2,10,Clients Prometteurs
13491.0,4,6,803.91,5,5,4,14,Champions
13493.0,11,1,179.35,5,1,2,8,Nouveaux Clients
13494.0,35,1,316.26000000000005,3,1,3,7,Clients Ordinaires
13495.0,83,2,865.4300000000001,1,4,4,9,À Risque
13496.0,83,1,501.01,1,1,3,5,Clients Perdus
13497.0,6,2,348.05,5,4,3,12,Clients Fidèles
13501.0,11,1,1340.32,5,1,5,11,Nouveaux Clients
13502.0,47,1,114.6,2,1,1,4,Clients Perdus
13506.0,40,2,458.52,3,4,3,10,Clients Fidèles
13509.0,8,1,209.32,5,1,2,8,Nouveaux Clients
13520.0,48,2,988.52,2,4,5,11,À Risque
13523.0,90,1,566.95,1,1,4,6,Clients Perdus
13527.0,50,1,110.45,2,1,1,4,Clients Perdus
13531.0,90,1,305.45,1,1,2,4,Clients Perdus
13534.0,28,8,1029.75,3,5,5,13,Clients Fidèles
13538.0,39,1,166.8,3,1,1,5,Clients Ordinaires
13539.0,33,1,164.1,3,1,1,5,Clients Ordinaires
13551.0,43,1,91.80000000000001,2,1,1,4,Clients Perdus
13552.0,39,1,313.70000000000005,3,1,3,7,Clients Ordinaires
13557.0,4,1,240.68,5,1,2,8,Nouveaux Clients
13564.0,78,2,1174.03,2,4,5,11,À Risque
13565.0,58,1,110.17999999999999,2,1,1,4,Clients Perdus
13569.0,91,1,109.82000000000001,1,1,1,3,Clients Perdus
13576.0,14,4,1687.04,4,5,5,14,Champions
13579.0,93,1,164.70000000000002,1,1,1,3,Clients Perdus
13581.0,33,1,118.0,3,1,1,5,Clients Ordinaires
13584.0,30,1,142.4,3,1,1,5,Clients Ordinaires
13590.0,27,1,309.06,3,1,2,6,Clients Ordinaires
13593.0,60,1,559.85,2,1,4,7,Clients Perdus
13599.0,7,4,1302.55,5,5,5,15,Champions
13600.0,36,1,219.52,3,1,2,6,Clients Ordinaires
13606.0,35,1,70.02,3,1,1,5,Clients Ordinaires
13610.0,9,1,234.12,5,1,2,8,Nouveaux Clients
13611.0,83,1,303.15000000000003,1,1,2,4,Clients Perdus
13614.0,54,1,205.75,2,1,2,5,Clients Perdus
13615.0,42,1,417.69,3,1,3,7,Clients Ordinaires
13623.0,21,1,156.0,4,1,1,6,Nouveaux Clients
13627.0,81,1,311.19,2,1,2,5,Clients Perdus
13629.0,34,2,1425.0,3,4,5,12,Clients Fidèles
13630.0,9,1,299.14,5,1,2,8,Nouveaux Clients
13634.0,51,1,334.2,2,1,3,6,Clients Perdus
13636.0,9,1,154.5,5,1,1,7,Nouveaux Clients
13649.0,90,1,197.8,1,1,2,4,Clients Perdus
13652.0,92,1,308.8,1,1,2,4,Clients Perdus
13656.0,61,1,162.70000000000002,2,1,1,4,Clients Perdus
13659.0,44,1,1035.2,2,1,5,8,Clients Perdus
13666.0,11,2,64.05,5,4,1,10,Clients Prometteurs
13668.0,19,4,1749.0800000000002,4,5,5,14,Champions
13672.0,25,2,186.39000000000001,4,4,2,10,Clients Prometteurs
13675.0,8,1,308.44,5,1,2,8,Nouveaux Clients
13680.0,61,2,2391.59,2,4,5,11,À Risque
13684.0,9,1,65.13,5,1,1,7,Nouveaux Clients
13694.0,4,11,14317.5,5,5,5,15,Champions
13700.0,51,2,139.52,2,4,1,7,Clients Ordinaires
13703.0,42,1,99.5,3,1,1,5,Clients Ordinaires
13705.0,97,1,318.14,1,1,3,5,Clients Perdus
13706.0,26,1,330.79,4,1,3,8,Nouveaux Clients
13707.0,39,1,583.41,3,1,4,8,Clients Ordinaires
13709.0,39,1,454.3,3,1,3,7,Clients Ordinaires
13715.0,4,5,1077.39,5,5,5,15,Champions
13717.0,22,1,298.05,4,1,2,7,Nouveaux Clients
13718.0,19,1,114.05000000000001,4,1,1,6,Nouveaux Clients
13722.0,6,1,1463.47,5,1,5,11,Nouveaux Clients
13725.0,12,4,1451.93,5,5,5,15,Champions
13728.0,34,1,158.57999999999998,3,1,1,5,Clients Ordinaires
13742.0,11,3,1155.18,5,5,5,15,Champions
13744.0,16,1,817.3199999999999,4,1,4,9,Nouveaux Clients
13747.0,97,1,79.6,1,1,1,3,Clients Perdus
13748.0,97,1,204.0,1,1,2,4,Clients Perdus
13750.0,20,2,688.8000000000001,4,4,4,12,Champions
13751.0,12,1,296.25,5,1,2,8,Nouveaux Clients
13753.0,11,1,741.26,5,1,4,10,Nouveaux Clients
13754.0,41,1,156.0,3,1,1,5,Clients Ordinaires
13756.0,82,3,1004.4000000000001,2,5,5,12,À Risque
13758.0,58,3,1141.25,2,5,5,12,À Risque
13764.0,61,1,499.89,2,1,3,6,Clients Perdus
13767.0,9,11,4143.82,5,5,5,15,Champions
13769.0,50,2,626.32,2,4,4,10,À Risque
13777.0,12,14,8063.16,5,5,5,15,Champions
13782.0,51,1,191.94,2,1,2,5,Clients Perdus
13784.0,5,4,426.39,5,5,3,13,Clients Fidèles
13786.0,91,1,230.39999999999998,1,1,2,4,Clients Perdus
13787.0,88,1,106.4,1,1,1,3,Clients Perdus
13792.0,11,1,74.60000000000001,5,1,1,7,Nouveaux Clients
13798.0,1,12,11417.62,5,5,5,15,Champions
13799.0,18,1,341.7,4,1,3,8,Nouveaux Clients
13800.0,33,1,558.32,3,1,4,8,Clients Ordinaires
13802.0,35,1,969.74,3,1,4,8,Clients Ordinaires
13804.0,13,1,723.63,4,1,4,9,Nouveaux Clients
13807.0,91,1,112.6,1,1,1,3,Clients Perdus
13809.0,29,1,155.05,3,1,1,5,Clients Ordinaires
13815.0,42,1,1012.01,3,1,5,9,Clients Ordinaires
13817.0,75,1,128.7,2,1,1,4,Clients Perdus
13819.0,25,3,1140.35,4,5,5,14,Champions
13824.0,34,1,442.88,3,1,3,7,Clients Ordinaires
13831.0,93,1,408.0,1,1,3,5,Clients Perdus
13837.0,41,1,109.05,3,1,1,5,Clients Ordinaires
13838.0,93,1,230.66,1,1,2,4,Clients Perdus
13842.0,33,3,907.53,3,5,4,12,Clients Fidèles
13846.0,84,1,411.4,1,1,3,5,Clients Perdus
13848.0,21,2,935.0,4,4,4,12,Champions
13851.0,12,1,246.32,5,1,2,8,Nouveaux Clients
13854.0,13,7,2269.2,4,5,5,14,Champions
13859.0,50,1,201.16,2,1,2,5,Clients Perdus
13862.0,14,2,678.85,4,4,4,12,Champions
13865.0,13,1,123.30000000000001,4,1,1,6,Nouveaux Clients
13869.0,37,2,886.01,3,4,4,11,Clients Fidèles
13870.0,11,1,544.03,5,1,4,10,Nouveaux Clients
